Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"135 Balmoral Way, Newark, DE",https://www.zillow.com/homedetails/135-Balmoral-Way-Newark-DE-19702/72914221_zpid/,10/02/2018,https://photos.zillowstatic.com/p_e/ISinh8uhbs3tej1000000000.jpg,"$178,000","1,775",135 Balmoral Way,"Newark, DE 19702",19702,2,2,"1,775","2,178","10/2/2018Sold$178,000--Leon Rapuano III8/31/2018Listing removed$178,000--8/4/2018Listed for sale$178,000+103.4%8/1/2008Sold$87,500-43.5%10/1/2004Sold$155,000--Report issue with price history"
"7 Charles Ct, Newark, DE",https://www.zillow.com/homedetails/7-Charles-Ct-Newark-DE-19702/73043827_zpid/,10/02/2018,"https://maps.googleapis.com/maps/api/streetview?location=39.637717,-75.683268&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=cxaTXYxUD8rwApRAsnC7GVrTAgg=","$215,000","1,825",7 Charles Ct,"Newark, DE 19702",19702,2.5,3,"1,825","2,178","9/26/2018Sold$215,000-0.9%Gabriel Smith Quansah8/23/2018Listing removed$217,000--8/3/2018Listed for sale$217,000+3.4%9/4/2008Sold$209,900--6/12/2008Listing removed$209,900--3/12/2008Listed for sale$209,900+11.1%12/6/2004Sold$188,900--Report issue with price history"
"8 Spring Dr, Newark, DE",https://www.zillow.com/homedetails/8-Spring-Dr-Newark-DE-19702/72917478_zpid/,09/27/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$195,000","1,825",8 Spring Dr,"Newark, DE 19702",19702,3,3,"1,825","1,742","9/7/2018Sold$195,000-3.9%Katina Geralis, Team Endrich8/13/2018Pending sale$203,000--7/13/2018Listed for sale$203,000+2.8%6/4/2010Sold$197,500+3.9%Tim Owen11/26/2009Price change$190,000+5.8%10/31/2009Price change$179,500-5.5%7/11/2009Price change$189,900-13.7%4/25/2009Price change$220,000+10%4/21/2009Price change$200,000-9.1%1/23/2009Listed for sale$220,000--Report issue with price history"
"221 N Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/221-N-Barrington-Ct-Newark-DE-19702/72884712_zpid/,09/27/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$229,900","1,775",221 N Barrington Ct,"Newark, DE 19702",19702,3,3,"1,775","5,227","DateEventPrice$/sqftSource9/27/2018Sold$229,900--$130Public Record7/24/2018Listing removed$229,900--$130Red Brick Realty, LLC5/21/2018Price change$229,900-2.1%$130Red Brick Realty, LLC4/1/2018Price change$234,900-2.1%$132Red Brick Realty, Llc1/25/2018Listed for sale$239,900+13.7%$135Red Brick Realty, Llc6/29/2005Sold$211,000--$119Public RecordReport issue with price history"
"13 Brookfield Dr, Newark, DE",https://www.zillow.com/homedetails/13-Brookfield-Dr-Newark-DE-19702/72917401_zpid/,09/25/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$204,000","1,800",13 Brookfield Dr,"Newark, DE 19702",19702,3,3,"1,800","2,178","9/24/2018Sold$204,000-7.3%Wendy Henderson, Herman W Ross Jr8/21/2018Pending sale$220,000--7/20/2018Listed for sale$220,000--Report issue with price history"
"230 N Bridlewood Dr, Newark, DE",https://www.zillow.com/homedetails/230-N-Bridlewood-Dr-Newark-DE-19702/72886523_zpid/,09/21/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$202,500","1,250",230 N Bridlewood Dr,"Newark, DE 19702",19702,2,3,"1,250","3,484","9/21/2018Sold$202,500-1.2%Reid Hubbard, David Sordelet8/22/2018Pending sale$205,000--7/19/2018Price change$205,000-4.7%6/20/2018Listed for sale$215,000+2.4%11/5/2008Sold$210,000-1.4%9/24/2008Listing removed$213,000--8/30/2008Listed for sale$213,000-2.3%7/25/2008Listing removed$218,000--7/3/2008Price change$218,000-3.1%6/8/2008Listed for sale$225,000+41.5%6/13/2003Sold$159,000+14.6%6/29/2001Sold$138,690+63.2%3/23/2001Sold$85,000--Report issue with price history"
"228 N Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/228-N-Barrington-Ct-Newark-DE-19702/72883455_zpid/,09/19/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$235,000","1,775",228 N Barrington Ct,"Newark, DE 19702",19702,2.5,3,"1,775","5,227","10/2/2018Listing removed$1,550--9/20/2018Listed for rent$1,550--9/14/2018Sold$235,000-4%Priscilla Aidoo Yeboah, Riggin Group Real Estate8/15/2018Pending sale$244,900--8/9/2018Price change$244,900-2%7/25/2018Pending sale$249,900--7/19/2018Price change$249,900+2%7/7/2018Price change$244,900-2%6/15/2018Listed for sale$249,900+2.4%6/4/2007Sold$244,000+52.6%8/30/2002Sold$159,900--Report issue with price history"
"317 Goldsmith Ln, Newark, DE",https://www.zillow.com/homedetails/317-Goldsmith-Ln-Newark-DE-19702/73042458_zpid/,09/17/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$196,000","1,700",317 Goldsmith Ln,"Newark, DE 19702",19702,2,3,"1,700","2,178","9/17/2018Sold$196,000+0.5%Joseph Hicks9/15/2018Listing removed$195,000--7/17/2018Pending sale$195,000--7/9/2018Listed for sale$195,000+30.1%11/5/2012Sold$149,900--Katina Geralis9/22/2012Listing removed$149,900--9/18/2012Price change$149,900-6.3%9/1/2012Listed for sale$159,900+35.6%1/31/2002Sold$117,900--Report issue with price history"
"7 Ann Marie Ct, Newark, DE",https://www.zillow.com/homedetails/7-Ann-Marie-Ct-Newark-DE-19702/73039893_zpid/,09/13/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$200,000","1,600",7 Ann Marie Ct,"Newark, DE 19702",19702,2.5,3,"1,600","2,178","5/31/2019Listing removed$1,550--5/24/2019Listed for rent$1,550--3/25/2019Listing removed$1,550--2/11/2019Listed for rent$1,550+6.9%10/10/2018Listing removed$1,450--9/19/2018Listed for rent$1,450--9/13/2018Sold$200,000-4.7%Kalpana Joshi, Riggin Group Real Estate7/27/2018Pending sale$209,900--6/25/2018Listed for sale$209,900+5%6/20/2016Sold$199,900--Riggin Group Real Estate4/10/2016Listing removed$199,900--4/7/2016Listed for sale$199,900+99.9%12/15/2009Sold$100,000-50%11/12/2009Sold$200,000+14.3%Dave O'Donnell3/10/2005Sold$175,000--Report issue with price history"
"14 Chambord Dr, Newark, DE",https://www.zillow.com/homedetails/14-Chambord-Dr-Newark-DE-19702/72885579_zpid/,09/12/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$195,000","1,650",14 Chambord Dr,"Newark, DE 19702",19702,3,3,"1,650","4,791","9/12/2018Sold$195,000--Kirstyn Gawel, David Sordelet7/11/2018Pending sale$195,000--7/5/2018Listed for sale$195,000+13%3/17/2011Sold$172,500--1/15/2011Pending sale$172,500--11/6/2010Price change$172,500-6.8%10/24/2010Price change$185,000+5.7%10/9/2010Price change$175,000-5.4%9/2/2010Listed for sale$185,000+25.6%7/2/2003Sold$147,300--Report issue with price history"
"234 Pavin Ct, Newark, DE",https://www.zillow.com/homedetails/234-Pavin-Ct-Newark-DE-19702/72881116_zpid/,09/06/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$215,000","1,800",234 Pavin Ct,"Newark, DE 19702",19702,2,3,"1,800","3,484","9/6/2018Sold$215,000-0.5%Dawn Gilmore, Pam Covey8/15/2018Pending sale$216,000--8/9/2018Listed for sale$216,000+20%5/29/2012Sold$180,000-5.2%Katina Geralis4/25/2012Listing removed$189,900--4/10/2012Pending sale$189,900--3/1/2012Listed for sale$189,900-15.6%8/3/2009Sold$225,000--Report issue with price history"
"206 Galleon Dr, Newark, DE",https://www.zillow.com/homedetails/206-Galleon-Dr-Newark-DE-19702/81734175_zpid/,09/04/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$350,000","1,750",206 Galleon Dr,"Newark, DE 19702",19702,3,3,"1,750","5,227","9/4/2018Sold$350,000-2.8%Teresa Foster, Erik Hoferer7/30/2018Listing removed$359,900--7/19/2018Listed for sale$359,900+1.7%11/8/2007Sold$353,790--Report issue with price history"
"115 Creekmont Ct, Newark, DE",https://www.zillow.com/homedetails/115-Creekmont-Ct-Newark-DE-19702/73043169_zpid/,08/31/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$210,000","1,625",115 Creekmont Ct,"Newark, DE 19702",19702,2.5,3,"1,625","2,178",
"12 Spring Dr, Newark, DE",https://www.zillow.com/homedetails/12-Spring-Dr-Newark-DE-19702/72917475_zpid/,08/27/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$155,000","1,825",12 Spring Dr,"Newark, DE 19702",19702,2.5,3,"1,825","3,484","8/24/2018Sold$155,000-0.6%Carla Vicario6/18/2018Listing removed$155,900--6/6/2018Listed for sale$155,900-47.5%8/17/2017Sold$296,900+44.8%3/6/2006Sold$205,000+50.8%Mark Adcock3/4/2003Sold$135,900--Report issue with price history"
"226 Gladstone Way, Bear, DE",https://www.zillow.com/homedetails/226-Gladstone-Way-Bear-DE-19701/72914424_zpid/,08/13/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$151,000","1,475",226 Gladstone Way,"Bear, DE 19701",19701,2,2,"1,475","3,049","DateEventPrice$/sqftSource1/23/2019Listing removed$224,900--$152Patterson-Schwartz Real Estate10/19/2018Listed for sale$224,900+48.9%$152Patterson-Schwartz Real Estate8/13/2018Sold$151,000-33.7%$102Public Record12/14/2004Sold$227,741--$154Public RecordReport issue with price history"
"10 Clearview Ct, Newark, DE",https://www.zillow.com/homedetails/10-Clearview-Ct-Newark-DE-19711/73035262_zpid/,08/10/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$250,000","2,000",10 Clearview Ct,"Newark, DE 19711",19711,2.5,4,"2,000",,"8/6/2018Sold$250,000-5.7%Eddie Barksdale, Lee Buzalek7/10/2018Listing removed$265,000--5/21/2018Price change$265,000-3.6%4/4/2018Price change$275,000-3.5%3/19/2018Listed for sale$285,000--Report issue with price history"
"149 Amberfield Ln, Newark, DE",https://www.zillow.com/homedetails/149-Amberfield-Ln-Newark-DE-19702/72921565_zpid/,08/07/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$139,999","1,350",149 Amberfield Ln,"Newark, DE 19702",19702,1.5,3,"1,350","2,178","7/31/2018Sold$139,999+6.5%Jason and Nancy Morris, Paul Pantano5/9/2018Listing removed$131,500--4/11/2018Listed for sale$131,500+18.9%11/3/2017Sold$110,600-0.4%9/13/2017Listing removed$111,035-41.3%8/29/2017Listed for sale----12/20/2007Sold$189,000--Report issue with price history"
"29 Devalinder Dr, Newark, DE",https://www.zillow.com/homedetails/29-Devalinder-Dr-Newark-DE-19702/81731538_zpid/,08/06/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$337,500","1,875",29 Devalinder Dr,"Newark, DE 19702",19702,2,2,"1,875","6,098","8/6/2018Sold$337,500-3.4%Linda Felicetti6/29/2018Listing removed$349,500--5/17/2018Price change$349,500-1.5%4/4/2018Listed for sale$354,900-5.6%5/2/2007Sold$376,087+213.4%10/17/2006Sold$120,000--Report issue with price history"
"6 E Village Rd, Newark, DE",https://www.zillow.com/homedetails/6-E-Village-Rd-Newark-DE-19713/72933277_zpid/,08/02/2018,"https://maps.googleapis.com/maps/api/staticmap?center=39.675953,-75.730494&zoom=17&size=600x328&maptype=satellite&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=ZN0TIguvOj-ehLYAJ-sghEeLOD8=","$138,000",900,6 E Village Rd,"Newark, DE 19713",19713,2,2,900,,"8/2/2018Sold$138,000-4.8%Katina Geralis, Peggy Centrella6/15/2018Listed for sale$145,000+16%12/30/2013Sold$125,000-10.7%Karen Burke12/12/2013Listing removed$139,900--9/21/2013Listed for sale$139,900--Report issue with price history"
"233 N Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/233-N-Barrington-Ct-Newark-DE-19702/72884733_zpid/,08/02/2018,"https://maps.googleapis.com/maps/api/streetview?location=39.610483,-75.781760&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=niRs5KRgPrXJzI6hL5h1HTNodmg=","$234,000","1,775",233 N Barrington Ct,"Newark, DE 19702",19702,3,3,"1,775","5,227","8/2/2018Sold$234,000-4.5%Erin Heilig6/15/2018Listing removed$244,900--6/6/2018Listed for sale$244,900+2%11/19/2017Listing removed$240,000--11/3/2017Listed for sale$240,000+2.6%3/4/2016Sold$234,000-0.4%Michele Huntley, David Sordelet1/19/2016Listing removed$234,900--11/12/2015Price change$234,900-2.1%10/15/2015Listed for sale$240,000--Report issue with price history"
"1103 Dogwood Pl, Newark, DE",https://www.zillow.com/homedetails/1103-Dogwood-Pl-Newark-DE-19713/178717004_zpid/,07/31/2018,https://photos.zillowstatic.com/p_e/IS2v8mf660d8js1000000000.jpg,"$150,000",--,1103 Dogwood Pl,"Newark, DE 19713",19713,3,4,,,"DateEventPrice$/sqftSource7/31/2018Sold$150,000-62%Public Record3/9/2018Pending sale$395,000--RE/MAX ASSOCIATES2/9/2018Price change$395,000+132.5%Re/Max Associates-Wilmington2/8/2018Listed for sale$169,900--Re/Max Associates-WilmingtonReport issue with price history"
"444 S Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/444-S-Barrington-Ct-Newark-DE-19702/72885629_zpid/,07/23/2018,"https://maps.googleapis.com/maps/api/streetview?location=39.606719,-75.779111&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=NHaPFQaKg1vYyPpL_UCOjB5c0s4=","$275,000","1,725",444 S Barrington Ct,"Newark, DE 19702",19702,2.5,3,"1,725","8,276","7/16/2018Sold$275,000-2.8%Andrea Harrington6/22/2018Listing removed$282,900--6/5/2018Pending sale$282,900--5/24/2018Price change$282,900-3.4%5/7/2018Listed for sale$292,900+1.9%2/8/2007Sold$287,500+59.7%Dave O'Donnell12/3/2001Sold$180,000--Report issue with price history"
"170 Versailles Ct, Newark, DE",https://www.zillow.com/homedetails/170-Versailles-Ct-Newark-DE-19702/72885353_zpid/,07/13/2018,"https://maps.googleapis.com/maps/api/streetview?location=39.604776,-75.780765&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=XQtoZwwEBti8zIprjPl8QnC08zI=","$189,000","1,325",170 Versailles Ct,"Newark, DE 19702",19702,3,2,"1,325","3,484","7/13/2018Sold$189,000--Patti Carlson, Chris Black7/2/2018Pending sale$189,000--6/13/2018Listed for sale$189,000+20.8%10/14/2010Sold$156,420-24.3%John and Mary Luca8/25/2010Sold$206,706-5.2%7/2/2010Listed for sale----9/4/2007Sold$218,000--Report issue with price history"
"53 Brookfield Dr, Newark, DE",https://www.zillow.com/homedetails/53-Brookfield-Dr-Newark-DE-19702/72917420_zpid/,07/11/2018,https://photos.zillowstatic.com/p_e/ISa9pmob36pogc0000000000.jpg,"$178,000","1,800",53 Brookfield Dr,"Newark, DE 19702",19702,2.5,3,"1,800","2,178","7/30/2018Listing removed$1,450--7/14/2018Listed for rent$1,450--7/11/2018Sold$178,000-3.7%Ming Chen, Nikolina7/11/2018Listing removed$184,900--4/24/2018Pending sale$184,900--4/18/2018Listed for sale$184,900-2.7%2/18/2009Sold$190,000--Report issue with price history"
"5 Bastille Loop, Newark, DE",https://www.zillow.com/homedetails/5-Bastille-Loop-Newark-DE-19702/72885471_zpid/,07/11/2018,https://photos.zillowstatic.com/p_e/ISybr03c2p02sm1000000000.jpg,"$270,000","1,950",5 Bastille Loop,"Newark, DE 19702",19702,3,3,"1,950","7,840","7/6/2018Sold$270,000-1.8%Mia Burch, Mark Adcock5/22/2018Pending sale$275,000--5/11/2018Listed for sale$275,000--7/28/2012Listing removed$1,500--7/15/2011Sold$249,000+2%6/28/2011Listing removed$244,000--5/27/2011Price change$244,000--Report issue with price history"
"32 Denny Cir, Newark, DE",https://www.zillow.com/homedetails/32-Denny-Cir-Newark-DE-19702/72916516_zpid/,07/11/2018,"https://maps.googleapis.com/maps/api/streetview?location=39.641405,-75.669326&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=u3J2amOD7pFoklK_09SRQ1q28nE=","$206,000","1,825",32 Denny Cir,"Newark, DE 19702",19702,3,3,"1,825","5,662","DateEventPrice$/sqftSource7/11/2018Sold$206,000-4.2%$113Public Record5/16/2018Pending sale$215,000--$118Coldwell Banker Preferred - Delaware Office5/9/2018Listed for sale$215,000+14.9%$118Coldwell Banker Preferred - Delaware Office6/23/2005Sold$187,100+199.4%$103Public Record4/16/2003Sold$62,500--$34Public RecordReport issue with price history"
"123 Creekmont Ct, Newark, DE",https://www.zillow.com/homedetails/123-Creekmont-Ct-Newark-DE-19702/73043163_zpid/,07/10/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$194,000","2,000",123 Creekmont Ct,"Newark, DE 19702",19702,2.5,3,"2,000","2,178","7/10/2018Sold$194,000-7.6%Kalpana Joshi, laura robelen6/12/2018Listing removed$209,900--6/6/2018Listed for sale$209,900--8/30/2016Listing removed$1,390+3%7/21/2014Listing removed$1,350--11/13/2002Sold$151,091-83.5%11/2/2001Sold$915,000--Report issue with price history"
"10 Spring Dr, Newark, DE",https://www.zillow.com/homedetails/10-Spring-Dr-Newark-DE-19702/72917477_zpid/,07/02/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$204,900","1,825",10 Spring Dr,"Newark, DE 19702",19702,2.5,3,"1,825","3,484","7/2/2018Sold$204,900--Iris Sordelet6/11/2018Listing removed$204,900--6/4/2018Listed for sale$204,900+7.8%10/6/2017Sold----6/30/2011Listing removed$190,000--3/8/2011Listed for sale$190,000--12/10/2010Listing removed$190,000--8/26/2010Listed for sale$190,000+15.2%10/5/2009Sold$165,000-13.2%10/3/2009Listing removed$190,000--6/27/2009Price change$190,000-5%12/22/2008Listed for sale$200,000+74.6%8/11/2003Sold$114,569--Report issue with price history"
"47 W Kyla Marie Dr, Newark, DE",https://www.zillow.com/homedetails/47-W-Kyla-Marie-Dr-Newark-DE-19702/73039852_zpid/,07/02/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$156,300","1,750",47 W Kyla Marie Dr,"Newark, DE 19702",19702,2.5,3,"1,750","2,178","DateEventPrice$/sqftSource7/2/2018Sold$156,300+7.3%$89Public Record5/18/2018Listed for sale$145,600-10.1%$83RE/MAX Associates-Wilmington11/22/2017Sold$162,000+12860%$93Public Record8/20/2010Listing removed$1,250--$1Keller William Realty7/16/2010Listed for sale$1,250--$1Keller William Realty9/21/2009Listing removed$1,250--$1Michael McGavisk4/25/2009Price change$1,250-3.8%$1Michael McGavisk3/28/2009Listed for sale$1,300-99.3%$1Michael McGavisk12/29/2004Sold$181,000--$103Public RecordReport issue with price history"
"32 W Village Rd, Newark, DE",https://www.zillow.com/homedetails/32-W-Village-Rd-Newark-DE-19713/72933255_zpid/,06/29/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$115,000",650,32 W Village Rd,"Newark, DE 19713",19713,1,1,650,,"DateEventPrice$/sqftSource6/29/2018Sold$115,000--$177Public Record6/26/2018Pending sale$115,000--$177BHHS Fox & Roach - Hockessin-Pike Creek Home Marketing6/26/2018Listed for sale$115,000--$177BHHS Fox & Roach - Hockessin-Pike Creek Home Marketing3/20/2018Listing removed$115,000--$177BHHS Fox & Roach-Hockessin3/19/2018Pending sale$115,000--$177BHHS Fox & Roach-Hockessin2/20/2018Listed for sale$115,000-8%$177Bhhs Fox & Roach-Hockessin1/2/2018Listing removed$125,000--$192BHHS Fox & Roach-Hockessin12/6/2017Back on market$125,000--$192Bhhs Fox & Roach-Hockessin12/6/2017Pending sale$125,000--$192Bhhs Fox & Roach-Hockessin12/6/2017Back on market$125,000--$192Bhhs Fox & Roach-Hockessin11/20/2017Pending sale$125,000--$192BHHS Fox & Roach-Hockessin10/20/2017Back on market$125,000--$192BHHS Fox & Roach-Hockessin10/20/2017Pending sale$125,000--$192BHHS Fox & Roach-Hockessin10/2/2017Back on market$125,000--$192BHHS Fox & Roach-Hockessin10/2/2017Pending sale$125,000--$192BHHS Fox & Roach-Hockessin10/2/2017Back on market$125,000--$192BHHS Fox & Roach-Hockessin10/2/2017Pending sale$125,000--$192BHHS Fox & Roach-Hockessin9/14/2017Listed for sale$125,000+8.7%$192BHHS Fox & Roach-Hockessin3/3/2009Sold$115,000--$177Public Record2/1/2009Listing removed$115,000--$177Keller Williams Realty10/8/2008Price change$115,000-10.9%$177Keller Williams Realty7/3/2008Listed for sale$129,000+17.3%$198Keller Williams Realty6/18/2002Sold$110,000--$169Public RecordReport issue with price history"
"231 Anita Ct, Newark, DE",https://www.zillow.com/homedetails/231-Anita-Ct-Newark-DE-19702/119383994_zpid/,06/22/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$349,900","1,525",231 Anita Ct,"Newark, DE 19702",19702,3,3,"1,525","6,098","6/22/2018Sold$349,900--Kristen Rosaio6/7/2018Listing removed$349,900--2/12/2018Price change$349,900-2.8%1/8/2018Listed for sale$360,000+18.3%8/13/2012Sold$304,360+660.9%5/25/2012Sold$40,000--Report issue with price history"
"163 Darling St, Newark, DE",https://www.zillow.com/homedetails/163-Darling-St-Newark-DE-19702/73043790_zpid/,06/22/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$215,000","1,440",163 Darling St,"Newark, DE 19702",19702,1.5,3,"1,440","2,614","6/22/2018Sold$215,000--David Landon5/7/2018Listing removed$215,000--4/14/2018Listed for sale$215,000+9.7%5/3/2005Sold$196,000+21.7%3/6/2003Sold$161,000+12.2%4/18/2001Sold$143,445--Report issue with price history"
"238 Gladstone Way, Bear, DE",https://www.zillow.com/homedetails/238-Gladstone-Way-Bear-DE-19701/72913587_zpid/,06/22/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$197,500","1,406",238 Gladstone Way,"Bear, DE 19701",19701,2,2,"1,406","3,049","6/22/2018Sold$197,500-3.1%Joyce Harmon5/25/2018Listing removed$203,900--5/7/2018Price change$203,900-1%4/13/2018Price change$206,000-0.4%1/31/2018Listed for sale$206,900+13.1%11/7/2012Listing removed$183,000--11/5/2012Price change$183,000-2.6%9/25/2012Price change$187,900-0.1%9/17/2012Price change$188,000+0.1%9/5/2012Price change$187,900-0.1%8/18/2012Price change$188,000+0.1%8/6/2012Price change$187,900-0.1%7/19/2012Price change$188,000+0.1%6/29/2012Price change$187,900-0.1%4/26/2012Price change$188,000-1.8%4/7/2012Price change$191,500-2.3%2/23/2012Price change$196,000+2.3%1/25/2012Price change$191,500-2.3%1/5/2012Price change$196,000+2.3%12/23/2011Price change$191,500-2.3%12/6/2011Price change$196,000+2.3%11/23/2011Price change$191,500-2.3%10/7/2011Listed for sale$196,000-1.5%7/1/2011Listing removed$198,900--4/9/2011Price change$198,900-2.5%3/18/2011Price change$204,000-1.9%2/26/2011Price change$208,000+2%2/5/2011Price change$204,000-1.9%2/1/2011Price change$208,000+2%1/28/2011Price change$204,000-1.9%1/27/2011Price change$208,000+2%12/26/2010Price change$204,000-1.9%12/24/2010Price change$208,000+2%12/19/2010Price change$204,000-1.9%12/4/2010Price change$208,000+2%11/13/2010Price change$204,000-1.9%6/25/2010Listed for sale$208,000-0.2%10/14/2008Sold$208,500+2.8%10/26/2004Sold$202,900--Report issue with price history"
"240 Pavin Ct, Newark, DE",https://www.zillow.com/homedetails/240-Pavin-Ct-Newark-DE-19702/72881118_zpid/,06/22/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$215,000","1,800",240 Pavin Ct,"Newark, DE 19702",19702,3,3,"1,800","5,227","DateEventPrice$/sqftSource6/22/2018Sold$215,000+2.4%$119Public Record4/29/2018Listing removed$210,000--$117BHHS Fox & Roach-Greenville4/25/2018Listed for sale$210,000-6.7%$117BHHS Fox & Roach-Greenville12/31/2008Sold$225,000-5%$125Public Record11/26/2008Listing removed$236,900--$132Patterson Schwartz11/11/2008Listed for sale$236,900+114.4%$132Patterson Schwartz7/26/2005Sold$110,500-29.8%$61Public Record1/31/2003Sold$157,500--$88Public RecordReport issue with price history"
"334 N Barrington Ct, Newark, DE",https://www.zillow.com/homedetails/334-N-Barrington-Ct-Newark-DE-19702/72884966_zpid/,06/19/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$207,000","1,425",334 N Barrington Ct,"Newark, DE 19702",19702,2.5,3,"1,425","4,356","6/19/2018Sold$207,000+2.4%Jason and Nancy Morris5/2/2018Listing removed$202,156--4/27/2018Pending sale$202,156--4/10/2018Listed for sale$202,156+6.5%4/23/2016Listing removed$189,900--3/22/2016Listed for sale$189,900+130.2%10/7/2003Sold$82,500-36.1%2/14/2001Sold$129,124--1/30/2001Sold$129,124--Report issue with price history"
"88 Versailles Ct, Newark, DE",https://www.zillow.com/homedetails/88-Versailles-Ct-Newark-DE-19702/72885509_zpid/,06/15/2018,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$189,000","1,650",88 Versailles Ct,"Newark, DE 19702",19702,1.1,2,"1,650","2,178","6/15/2018Sold$189,000--Gloria Alderman, Pamela Cox5/4/2018Listing removed$189,000--4/27/2018Listed for sale$189,000--3/27/2017Listing removed$1,250--3/6/2017Listed for rent$1,250--7/27/2014Listing removed$1,250--6/13/2014Listed for rent$1,250--6/26/2013Listing removed$1,250--3/28/2013Listed for rent$1,250+4.2%2/19/2013Listing removed$1,200--11/30/2012Listed for rent$1,200--6/1/2007Sold$218,900+83.2%12/10/2001Sold$119,500--Report issue with price history"
